,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2010),3777800,Yut mun Hinneisi (2010) ,月满轩尼诗 月滿軒尼詩,喜剧,爱情,6.7,76260,6.9%,32.0%,49.8%,9.7%,1.5%,香港,1286710,1012563,1025141,1274229,1025452,1045364,1073994,1275715,1314508,1290255,"https://ia.media-imdb.com/images/M/MV5BZDc2Y2E1MzMtMWE4Yi00Njg1LWI0NmYtNTc5NjFhOTg4N2Q4XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR1,0,182,268_AL_.jpg"
