,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2009),3882759,Reversals of Fortune             ,绯闻女孩  第三季 Gossip Girl Season 3,剧情,爱情,7.5,48574,19.0%,40.4%,35.5%,4.4%,0.6%,美国,1018307,1324058,1018987,1000012,1004859,1041026,1025140,1041110,1025139,"https://ia.media-imdb.com/images/M/MV5BMjExNDEwNzU5OV5BMl5BanBnXkFtZTcwMDc5OTk3Mg@@._V1_UY268_CR91,0,182,268_AL_.jpg"
