,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2012),6040982,The Expendables 2 (2012) ,敢死队2 The Expendables 2,动作,冒险,6.8,98205,9.9%,32.4%,48.4%,8.0%,1.4%,美国,1300732,1047996,1049484,1025146,1050430,1031884,1027149,1010509,1035643,1022577,1009313,1012478,1017912,1040508,1239781,1022583,"https://ia.media-imdb.com/images/M/MV5BNDg1YWRhNmQtMGI5Ny00MTI3LTg2OTItZWEzZGE3OGZjZDNhXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
