,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,poster
0,(2013),10562986,Enemy (2013) ,宿敌 Enemy,悬疑,惊悚,6.9,19439,9.0%,38.8%,43.5%,7.2%,1.5%,加拿大,西班牙,法国,1028333,1048002,1103688,1000183,1019046,"https://ia.media-imdb.com/images/M/MV5BMTQ2NzA5NjE4N15BMl5BanBnXkFtZTgwMjQ4NzMxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
