,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2010),4256328,No Más             ,绝命毒师  第三季 Breaking Bad Season 3,剧情,犯罪,9.1,55774,63.1%,29.7%,6.6%,0.4%,0.2%,美国,1031807,1048279,1321831,1301100,1037154,1313708,1279570,1342450,1036605,1004722,1031807,1049498,1091090,1048143,1315784,1321830,1316077,"https://ia.media-imdb.com/images/M/MV5BMTUzMzQ1MDc5OF5BMl5BanBnXkFtZTcwMTMzOTMyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
