,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2010),4826419,Kim Bok-nam salinsageonui jeonmal (2010) ,金福南杀人事件始末 김복남 살인사건의 전말,剧情,惊悚,犯罪,8.4,82924,36.4%,48.9%,13.5%,1.0%,0.2%,韩国,1314694,1018688,1314549,1316560,1350443,1350441,1339552,1350442,1339553,1353596,"https://ia.media-imdb.com/images/M/MV5BMjAyNDEwMDgzMl5BMl5BanBnXkFtZTcwNzMyMTYwNQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
