,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,poster
0,(2012),6843843,Rust and Bone (2012) ,锈与骨 De rouille et d'os,剧情,7.6,18381,15.1%,52.1%,30.4%,2.1%,0.3%,法国,比利时,1045070,1148622,1006955,1048406,1320325,"https://ia.media-imdb.com/images/M/MV5BYTUwNTljNjYtMjFhZi00ZGE5LThmMWEtYzQ3YmY2ZWNiZTU1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
