,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2012),6875451,Holy Motors (2012) ,神圣车行 Holy Motors,剧情,奇幻,7.7,11754,26.0%,42.2%,23.2%,5.7%,2.9%,法国,德国,1041401,1019240,1028281,1017974,1016618,1041015,1041401,"https://ia.media-imdb.com/images/M/MV5BODk2MDc4MDk2OF5BMl5BanBnXkFtZTcwMTcyODY1OA@@._V1_UY268_CR0,0,182,268_AL_.jpg"
