,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2010),3541415,Inception (2010) ,盗梦空间 Inception,剧情,科幻,悬疑,冒险,9.3,851038,68.4%,26.6%,4.6%,0.3%,0.1%,美国,英国,1054524,1041029,1101703,1012520,1049489,1027181,1274222,1047992,1019024,1006955,1007023,1054509,1002713,1380334,1380336,1380343,1049943,1337996,1343095,1132216,1074296,1380350,1380352,1366207,1328429,1025060,"https://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
