,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2011),3731581,Rio (2011) ,里约大冒险 Rio,喜剧,动画,冒险,8.3,224737,35.3%,47.2%,16.5%,0.9%,0.1%,美国,1009704,1027144,1048027,1044900,1022622,1027339,1049706,1224317,"https://ia.media-imdb.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
