,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2003),3286552,The One After Joey and Rachel Kiss             ,老友记 第十季 Friends Season 10,喜剧,爱情,9.8,49685,90.8%,7.8%,1.2%,0.1%,0.1%,美国,1016678,1040995,1040992,1013783,1048025,1041115,"https://ia.media-imdb.com/images/M/MV5BODUzMzczNTkzN15BMl5BanBnXkFtZTgwOTM5NzU0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
