,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,poster
0,(2012),4798707,Amour (2012) ,爱 Amour,剧情,爱情,8.5,50772,43.4%,42.4%,12.3%,1.4%,0.5%,法国,德国,奥地利,1040988,1036852,1032702,1054515,1028282,"https://ia.media-imdb.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
