,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2012),10344754,Du zhan (2012) ,毒战 毒戰,剧情,动作,犯罪,7.2,117624,13.3%,43.0%,36.2%,5.9%,1.5%,中国大陆,香港,1160186,1053581,1027577,1051051,1274318,1314643,1275178,1005537,1313247,1317173,1274279,1050329,1319169,1317348,1196361,1038772,1005843,1275607,1317884,1313907,1274274,1275687,1313559,"https://ia.media-imdb.com/images/M/MV5BMjI3MDE4MjYxNl5BMl5BanBnXkFtZTcwNzIwODA4OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
