,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,poster
0,(2012),4807924,Ted (2012) ,泰迪熊 Ted,喜剧,7.0,196882,11.7%,36.3%,43.4%,7.4%,1.3%,美国,1041123,1041123,1035674,1003481,1040560,1036317,1041121,1027861,1321766,1385027,1149373,1010540,1000272,1104599,1049603,1324606,1099726,1007007,1010726,1049513,1385028,1339640,1031790,1000186,1268738,1313138,1190820,1372757,"https://ia.media-imdb.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
