,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2009),3991933,Shinya shokudô             ,深夜食堂,剧情,9.2,112744,65.1%,28.8%,5.6%,0.4%,0.1%,日本,1291293,1050995,1341596,1051523,1026778,1017067,1016968,1337259,1321863,1007189,1275827,1223702,"https://ia.media-imdb.com/images/M/MV5BODNiMzIyNWYtODY2Yy00YTcyLWIxMGItMzZkMWM3NmUwZTYwXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR4,0,182,268_AL_.jpg"
