,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2002),3286549,The One Where No One Proposes             ,老友记  第九季 Friends Season 9,喜剧,爱情,9.7,37410,87.3%,10.9%,1.6%,0.1%,0.1%,美国,1016678,1040995,1040992,1013783,1048025,1041115,"https://ia.media-imdb.com/images/M/MV5BNjEyMzY2ODQyNl5BMl5BanBnXkFtZTgwMjkxMzYzMzE@._V1_UY268_CR87,0,182,268_AL_.jpg"
