,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2013),6973376,Zhi wo men zhong jiang shi qu de qing chun (2013) ,致我们终将逝去的青春,剧情,爱情,6.6,345672,10.2%,29.9%,43.2%,12.5%,4.3%,中国大陆,1163713,1312862,1274608,1275667,1323729,1276157,1318734,1315866,1275564,1317520,1275882,1275756,1324464,1314632,1316146,1328440,1275029,1334226,1328439,1043330,1318457,1338502,1344577,"https://ia.media-imdb.com/images/M/MV5BNzQwNWU3N2EtYWQyOS00OWE5LWJkMTctZTc5ZDVmMDlkZTE0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR5,0,182,268_AL_.jpg"
