,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2013),7916027,RED 2 (2013) ,赤焰战场2 Red 2,喜剧,动作,犯罪,7.1,48767,10.6%,38.9%,44.1%,5.7%,0.8%,美国,法国,加拿大,1293954,1010509,1022573,1056058,1054390,1054434,1041013,1105108,1031862,1031878,1165630,1331548,1133433,1019027,1331550,1331549,"https://ia.media-imdb.com/images/M/MV5BMjI2ODQ4ODY3Nl5BMl5BanBnXkFtZTcwNTc2NzE1OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
