,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2013),3718424,The Wolverine (2013) ,金刚狼2 The Wolverine,动作,科幻,6.2,107181,6.1%,21.6%,51.6%,17.5%,3.2%,美国,英国,1036395,1010508,1327626,1326320,1027879,1206334,1032147,1331577,1040523,1000192,"https://ia.media-imdb.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
