,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2013),4312428,A Good Day to Die Hard (2013) ,虎胆龙威5 A Good Day to Die Hard,动作,惊悚,犯罪,6.2,45945,5.0%,22.1%,54.8%,15.5%,2.6%,美国,1317351,1010509,1324668,1019130,1041018,1019742,"https://ia.media-imdb.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
