,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2012),6549903,Argo (2012) ,逃离德黑兰 Argo,剧情,惊悚,历史,8.2,175746,31.6%,50.5%,16.3%,1.2%,0.3%,美国,1054417,1054417,1031807,1049607,1017898,1027191,1002730,1031860,1317101,1031913,1324100,1027848,1022680,"https://ia.media-imdb.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
