,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,poster
0,(2010),3660428,Gôruden suranbâ (2010) ,金色梦乡 ゴールデンスランバー,剧情,悬疑,惊悚,8.5,38451,41.6%,42.0%,14.3%,1.6%,0.4%,日本,1274398,1028795,1151757,1025610,1170118,1037221,1042056,1011107,1011362,1065424,1005286,1037758,1019963,1021306,1029979,1111349,1034674,1316641,1323403,1323585,1031570,1145110,1313502,1275827,1321863,1275851,1003724,1001839,1104868,1351165,"https://ia.media-imdb.com/images/M/MV5BODA0MzRlYTctYmViYi00OTA5LWFmZDktZjU5NDEwNzJiNDgzXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_UY268_CR3,0,182,268_AL_.jpg"
