,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),6985986,Dragons: Gift of the Night Fury (2011) ,驯龙高手番外篇：龙的礼物 Dragons: Gift of the Night Fury,动画,短片,家庭,冒险,8.5,28898,41.9%,42.1%,15.1%,0.8%,0.1%,美国,1293761,1002664,1040500,1048146,1000055,1036302,1257926,1248294,1022588,"https://ia.media-imdb.com/images/M/MV5BNjY5MjQ3YTktYmE4Ni00NGQyLTlkZGItYmNiZDVhNGFmZGM1XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
