,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,poster
0,(2009),3920977,This Is It (2009) ,就是这样 This Is It,纪录片,音乐,8.7,77263,52.9%,32.3%,13.2%,1.2%,0.5%,美国,1000330,1055901,1004963,1000330,"https://ia.media-imdb.com/images/M/MV5BMTI3Njc5NjQ4MV5BMl5BanBnXkFtZTcwNTQ4NTI4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
