,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2010),3808604,The Next Three Days (2010) ,危情三日 The Next Three Days,剧情,动作,爱情,惊悚,犯罪,7.9,60706,23.2%,52.6%,22.4%,1.5%,0.2%,美国,法国,1032048,1016674,1004571,1322702,1031795,1031220,1017994,1013729,1321757,1027381,1032255,1147933,1000310,1176767,1049654,"https://ia.media-imdb.com/images/M/MV5BMjAzMjk4NjI4M15BMl5BanBnXkFtZTcwNjQ4OTEwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
