,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2012),6738735,Dai zeoi bou (2012) ,大追捕,剧情,动作,悬疑,惊悚,犯罪,7.1,45134,11.5%,38.3%,42.9%,6.4%,0.8%,香港,中国大陆,1316512,1037273,1031194,1162139,1275670,1275969,1301560,1274568,1274577,1275258,1274225,1274287,1121285,1275254,1032633,"https://ia.media-imdb.com/images/M/MV5BMTYxNzkyNTQ1MV5BMl5BanBnXkFtZTgwNTk4NjI2MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
