,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2011),4896304,Long men fei jia (2011) ,龙门飞甲,动作,武侠,古装,6.7,182263,9.0%,31.7%,46.4%,10.5%,2.4%,中国大陆,香港,1007152,1025146,1027798,1053618,1274227,1215287,1031200,1018257,1275965,1121285,1276035,1316991,1275977,1345898,1343152,1321268,1335267,1344375,1339783,1374645,1371623,"https://ia.media-imdb.com/images/M/MV5BMTAxMDk2ODE0NjdeQTJeQWpwZ15BbWU3MDkxMDQwMzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
