,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2011),4924142,In Time (2011) ,时间规划局 In Time,动作,科幻,6.9,123773,10.0%,34.0%,45.9%,8.8%,1.3%,美国,1018008,1053586,1040987,1047992,1044892,1035645,1044725,1031795,1025059,1316911,1315433,1000186,1219863,"https://ia.media-imdb.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_UY268_CR5,0,182,268_AL_.jpg"
