,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2010),4202302,The Secret World of Arrietty (2010) ,借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,动画,奇幻,冒险,8.7,231332,46.7%,41.6%,11.1%,0.5%,0.1%,日本,1314163,1045964,1185637,1014853,1008191,1129062,1051745,1045190,"https://ia.media-imdb.com/images/M/MV5BMTAxNjk3OTYyODReQTJeQWpwZ15BbWU3MDgyODY2OTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
