,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2016),4944008,Sausage Party (2016) ,香肠派对 Sausage Party,喜剧,动画,冒险,7.1,60972,13.3%,39.0%,39.6%,6.7%,1.5%,美国,1009555,1357971,1002668,1022588,1019001,1036302,1035676,1047986,1002667,1053576,1044908,1017902,1013797,1321396,1142826,1009555,1063771,1327169,"https://ia.media-imdb.com/images/M/MV5BMjkxOTk1MzY4MF5BMl5BanBnXkFtZTgwODQzOTU5ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
