,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2009),3596513,Tin shui wai dik ye yu mo (2009) ,天水围的夜与雾 天水圍的夜與霧,剧情,7.5,24478,13.8%,50.1%,32.7%,3.0%,0.4%,香港,1053570,1031194,1016668,1275414,1319488,"https://ia.media-imdb.com/images/M/MV5BZGVjNWE3OTgtY2QxMy00MDM0LWJhZWItY2Y5ODRjY2RiZDAwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR5,0,182,268_AL_.jpg"
