,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2012),5377708,Beijing Love Story             ,北京爱情故事,剧情,爱情,7.5,71950,21.3%,42.5%,29.2%,4.8%,2.3%,中国大陆,1274763,1274763,1274761,1274252,1052359,1275756,1275455,1275369,1018257,1318303,1318063,1316046,1316623,1274820,1274508,1275687,1317979,"https://ia.media-imdb.com/images/M/MV5BYTk0NWM2NWYtZjBjNy00YTgzLWI2MzctYjZjMjI0NjcyNjVhXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
