,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),4301181,G.I. Joe: Retaliation (2013) ,特种部队2：全面反击 G.I. Joe: Retaliation,动作,冒险,6.4,68314,6.2%,25.8%,52.5%,13.1%,2.4%,美国,1040849,1044707,1010509,1105108,1049561,1044723,1328096,1032370,1031224,1019055,1019007,"https://ia.media-imdb.com/images/M/MV5BNzk5ODM0OTQ0N15BMl5BanBnXkFtZTcwODg2ODE4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
