,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2011),4097023,San siu lam zi (2011) ,新少林寺,剧情,动作,5.9,83317,4.2%,17.0%,51.8%,21.5%,5.4%,中国大陆,香港,1274293,1054424,1050053,1050059,1054531,1000525,1275100,1033090,1312752,1202926,1275547,1312753,1314250,"https://ia.media-imdb.com/images/M/MV5BMTMzNDc2NzI0MF5BMl5BanBnXkFtZTcwNzg3Nzk0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
