,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2011),5151939,My Week with Marilyn (2011) ,我与梦露的一周 My Week with Marilyn,剧情,传记,历史,7.2,30155,10.6%,45.5%,39.6%,3.8%,0.5%,英国,美国,1032435,1049491,1010503,1053624,1013855,1036342,1336328,1045007,1041237,1148600,1385880,1145977,1107884,1317773,1019160,1077385,1121768,1036368,1017901,1329032,1054384,1045052,1319601,1361465,1027866,1140400,"https://ia.media-imdb.com/images/M/MV5BMTYzODYwOTIzOV5BMl5BanBnXkFtZTcwODE2NjAwNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
