,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2011),4935011,Usagi doroppu (2011) ,白兔糖 うさぎドロップ,剧情,喜剧,7.9,74652,24.4%,49.2%,24.6%,1.6%,0.2%,日本,1041685,1008067,1274616,1042111,1033622,1048583,1030431,1039574,1274340,1313337,"https://ia.media-imdb.com/images/M/MV5BMTJkNjJkYmYtZTYwNS00YjUwLTg1OTktYmEzNzllODhiODkwXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UY268_CR4,0,182,268_AL_.jpg"
