,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,actor47,actor48,actor49,actor50,poster
0,(2011),3649049,Jin ling shi san chai (2011) ,金陵十三钗,剧情,历史,战争,8.0,330965,29.4%,45.9%,20.8%,2.8%,1.2%,中国大陆,香港,1054398,1005773,1315861,1316839,1316937,1316445,1316938,1009179,1314007,1048608,1313032,1274225,1275718,1274737,1274463,1317006,1317007,1316996,1317005,1317219,1203472,1319356,1031968,1330356,1316959,1372901,1372902,1372903,1334215,1372904,1372905,1372906,1372907,1372908,1372909,1372910,1372911,1372912,1372913,1372914,1372915,1321645,1186926,1372916,1351724,1335598,1328679,1343203,1343359,1314962,1233386,"https://ia.media-imdb.com/images/M/MV5BMjE3OTUzODA3Ml5BMl5BanBnXkFtZTcwNDk5NTUyNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
