,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2012),5967821,Mirror Mirror (2012) ,白雪公主之魔镜魔镜 Mirror Mirror,剧情,喜剧,奇幻,冒险,5.9,45878,4.2%,16.5%,52.6%,22.2%,4.5%,美国,1018044,1054532,1018977,1049997,1007022,1002683,1056148,1010655,"https://ia.media-imdb.com/images/M/MV5BMTExMjU4MTUwNTVeQTJeQWpwZ15BbWU3MDk2MzkwMjc@._V1_UX182_CR0,0,182,268_AL_.jpg"
