,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2010),4151110,Shan zha shu zhi lian (2010) ,山楂树之恋,剧情,爱情,6.7,194201,9.2%,30.4%,47.7%,10.3%,2.4%,中国大陆,1054398,1274224,1274225,1001714,1274233,1275650,1275399,1274702,1196361,1121101,1274237,1315687,1379652,1379648,1323487,1379653,1379654,1366884,"https://ia.media-imdb.com/images/M/MV5BMzMwMjM5MTQ0M15BMl5BanBnXkFtZTcwMjAyMzcyOQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
