,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2011),3532614,Duo ming jin (2011) ,夺命金 奪命金,剧情,犯罪,7.2,78171,12.6%,44.0%,36.4%,5.7%,1.3%,香港,1160186,1007251,1046441,1009888,1043040,1038772,1315141,1274529,1317676,1050735,1017188,1052535,1314262,1315071,1045571,1274760,1317884,"https://ia.media-imdb.com/images/M/MV5BMTk4Nzk0Mjg0NF5BMl5BanBnXkFtZTgwMzkyMzA2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
