,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2011),3792848,The Help (2011) ,相助 The Help,剧情,8.8,59004,48.0%,43.2%,8.3%,0.4%,0.1%,美国,印度,阿联酋,1299015,1040506,1022676,1027772,1154263,1000225,1041139,1027250,1313713,1027171,1013835,1313198,1027793,"https://ia.media-imdb.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
