,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2011),6007281,Meitantei Conan: Chinmoku no kuôtâ (2011) ,名侦探柯南：沉默的十五分钟 名探偵コナン 沈黙の15分,动画,悬疑,6.5,55175,9.0%,24.3%,51.7%,12.9%,2.0%,日本,1335491,1048421,1003697,1038087,1038560,1003737,1015949,1002915,1018954,1025401,"https://ia.media-imdb.com/images/M/MV5BZWY1YTVhNDYtZDgzMy00ZWE0LWJlNDctNWYwOTJhMTc3OTBjXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
