,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2010),3606975,Kong Zi (2010) ,孔子,剧情,传记,5.3,61817,3.8%,13.5%,43.0%,24.5%,15.1%,中国大陆,香港,1291776,1044899,1027798,1274626,1274821,1014781,1274497,1030951,1314036,1313235,1313092,1315636,1317224,1329158,1316513,"https://ia.media-imdb.com/images/M/MV5BODg1Mjg1NzUyMV5BMl5BanBnXkFtZTgwNTU5MzcwMzE@._V1_UY268_CR4,0,182,268_AL_.jpg"
