,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2009),3990470,The Electric Can Opener Fluctuation             ,生活大爆炸  第三季 The Big Bang Theory Season 3,喜剧,9.3,122119,70.8%,25.2%,3.8%,0.2%,0.0%,美国,1044725,1000004,1036309,1036349,1044886,1274987,1036570,1048137,1009256,1123776,1025181,1000058,"https://ia.media-imdb.com/images/M/MV5BMTgxMjI5NzI2N15BMl5BanBnXkFtZTcwNjY3NDI4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
