,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,poster
0,(2009),3734350,Partly Cloudy (2009) ,暴力云与送子鹳 Partly Cloudy,喜剧,动画,短片,奇幻,9.1,81811,63.9%,29.9%,5.9%,0.2%,0.1%,美国,"https://ia.media-imdb.com/images/M/MV5BMTM4OTU0MDAyM15BMl5BanBnXkFtZTgwOTY1MzA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
