,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2012),6782006,Wo Yuan Yi (2012) ,我愿意,喜剧,爱情,5.8,97548,3.9%,17.1%,51.7%,21.2%,6.1%,中国大陆,1298649,1040990,1053581,1274291,1312914,1316159,"https://ia.media-imdb.com/images/M/MV5BMjEyNGQ3ZWQtNGU3Ni00ZmVjLWIwZDAtZTM0MGY0ZWRiMDliXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
