,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2011),4191644,One Day (2011) ,一天 One Day,剧情,爱情,7.8,295347,24.9%,44.4%,27.3%,2.9%,0.4%,美国,英国,1045092,1048027,1053559,1022633,1013791,1032169,1313404,"https://ia.media-imdb.com/images/M/MV5BMTQ3NTg2MDI3NF5BMl5BanBnXkFtZTcwMjc5MTA1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
