,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),5320600,The Best Exotic Marigold Hotel (2011) ,涉外大饭店 The Best Exotic Marigold Hotel,剧情,喜剧,8.0,28692,23.2%,54.3%,20.9%,1.4%,0.2%,英国,美国,阿联酋,1055714,1013798,1054384,1036397,1041002,1018190,1025134,1137143,1110391,"https://ia.media-imdb.com/images/M/MV5BMjIwNjkwMDI2NV5BMl5BanBnXkFtZTcwNDc1ODIyNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
