,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),5045678,Dayu haitang (2016) ,大鱼海棠,剧情,动画,奇幻,6.6,253400,14.7%,27.1%,37.6%,14.1%,6.5%,中国大陆,1345277,1345278,1317669,1359405,1354503,1275482,1359427,1359428,1359430,1316770,1359433,1359432,1317670,1320632,1359431,1334350,1325738,"https://ia.media-imdb.com/images/M/MV5BMWJiZjQ2NTYtMjNhYy00NjNjLWI1N2QtZjU0Zjk4YjExZTIzXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR3,0,182,268_AL_.jpg"
