,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2012),3606971,Taken 2 (2012) ,飓风营救2 Taken 2,剧情,动作,犯罪,6.7,73120,6.6%,29.9%,54.9%,7.7%,0.9%,法国,美国,1023010,1031220,1049497,1040523,1025225,1004795,1025230,1075728,1323320,"https://ia.media-imdb.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
