,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2014),6533054,The Hunger Games: Mockingjay - Part 1 (2014) ,饥饿游戏3：嘲笑鸟(上) The Hunger Games: Mockingjay - Part 1,动作,科幻,冒险,5.8,93230,5.2%,16.9%,48.5%,23.2%,6.2%,美国,1000242,1022616,1053556,1012478,1053560,1010556,1054394,1054519,1318991,1010617,1004571,1004702,1040982,1036484,1332256,1040517,1004607,1181459,1049668,1317954,1055364,1340120,1232344,1010576,"https://ia.media-imdb.com/images/M/MV5BMTcxNDI2NDAzNl5BMl5BanBnXkFtZTgwODM3MTc2MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
