,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2009),3734112,Feng sheng (2009) ,风声,剧情,惊悚,战争,犯罪,8.1,284268,25.7%,53.2%,19.4%,1.4%,0.3%,中国大陆,1075862,1274943,1027798,1040990,1274319,1010208,1041404,1050540,1011479,1315058,1274306,1274291,1275118,1313992,1275554,1274840,1274361,1276152,1318156,"https://ia.media-imdb.com/images/M/MV5BZjkyNDkwN2MtY2U4ZC00MDMwLWJlNTctYzU3MWYxZTA2NmQ4XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
