,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2010),3610676,Winter's Bone (2010) ,冬天的骨头 Winter's Bone,剧情,7.3,30063,12.2%,45.1%,38.0%,4.1%,0.6%,美国,1274990,1022616,1100849,1068814,1313800,1036365,"https://ia.media-imdb.com/images/M/MV5BMjA0OTM3MDMxNF5BMl5BanBnXkFtZTcwMDY1MjI0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
