,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2012),4913200,Daai mo seut si (2011) ,大魔术师 大魔術師,剧情,喜剧,爱情,奇幻,6.6,131590,7.1%,31.6%,46.6%,12.0%,2.8%,中国大陆,香港,1274289,1115918,1007251,1027798,1274496,1274840,1033102,1048476,1274279,1005531,1275649,1317348,1027502,1007152,1313026,1290446,1327763,1025526,1275607,"https://ia.media-imdb.com/images/M/MV5BOTEyMjU4MTk5OV5BMl5BanBnXkFtZTgwMDE3NTA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
