,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,poster
0,(2009),4226741,Lee's Adventures (2009) ,李献计历险记,动画,短片,8.7,89249,52.3%,34.1%,11.5%,1.6%,0.6%,中国,1324950,"https://ia.media-imdb.com/images/M/MV5BYTM1YzIzZDQtODE2NS00Mjk4LWJmMjYtMGMyNmI4MWM5OTMwXkEyXkFqcGdeQXVyMzEyMjM4Mjc@._V1_UY268_CR0,0,182,268_AL_.jpg"
