,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2011),3610047,Transformers: Dark of the Moon (2011) ,变形金刚3 Transformers: Dark of the Moon,动作,科幻,7.0,216922,12.8%,36.8%,41.2%,7.5%,1.7%,美国,1027776,1022000,1244315,1016666,1010486,1041013,1010548,1275017,1049634,1018059,1013769,1031855,"https://ia.media-imdb.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
