,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2010),4935242,Incendies (2010) ,焦土之城 Incendies,剧情,悬疑,战争,8.6,18952,42.8%,45.2%,10.4%,1.2%,0.5%,加拿大,1028333,1025400,1315246,1019613,1314431,"https://ia.media-imdb.com/images/M/MV5BMjEyNTA3Njk4M15BMl5BanBnXkFtZTcwMzkzMzY3Mw@@._V1_UY268_CR2,0,182,268_AL_.jpg"
