,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2012),5044737,Wo 11 (2011) ,我11,剧情,犯罪,7.3,45004,11.3%,46.1%,38.5%,3.6%,0.5%,中国大陆,法国,1018708,1274496,1318667,1314558,1275934,1317348,1275913,1319038,1326937,1319861,"https://ia.media-imdb.com/images/M/MV5BMTQwOTYyMTU1NF5BMl5BanBnXkFtZTgwOTQ4MzE2MDE@._V1_UY268_CR6,0,182,268_AL_.jpg"
