,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2013),3804891,Wu ren qu (2013) ,无人区,剧情,犯罪,西部,8.1,279406,29.1%,50.3%,18.5%,1.6%,0.5%,中国大陆,1274265,1274297,1274242,1050430,1308818,1275977,1315506,1275510,1336639,1015199,"https://ia.media-imdb.com/images/M/MV5BZGQ3NTI2YzUtMzQ2Mi00OWZiLTg5YjUtYTMyOGU3ZjIwYjRjXkEyXkFqcGdeQXVyMzEyMjM4Mjc@._V1_UY268_CR2,0,182,268_AL_.jpg"
