,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2015),6875263,Cinderella (2015) ,灰姑娘 Cinderella,爱情,奇幻,冒险,6.8,124863,9.6%,29.7%,50.9%,8.6%,1.3%,美国,英国,1036342,1318674,1314927,1054441,1000051,1016680,1314352,1317282,1017918,1315348,1027866,1022701,1078835,1329073,1346481,1348209,1327005,1342094,"https://ia.media-imdb.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
