,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2012),6527269,Wi-heom-han gyan-gye (2012) ,危险关系,剧情,爱情,5.8,63606,4.9%,17.0%,47.6%,23.9%,6.6%,中国大陆,韩国,新加坡,1023555,1041014,1032393,1003495,1274225,1014332,1322951,"https://ia.media-imdb.com/images/M/MV5BMTY0MDA5NDE4Ml5BMl5BanBnXkFtZTcwMjM3MjMxOA@@._V1_UY268_CR3,0,182,268_AL_.jpg"
