,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),4767216,Johnny English Reborn (2011) ,憨豆特工2 Johnny English Reborn,喜剧,7.0,52647,11.7%,35.7%,44.3%,7.2%,1.1%,美国,法国,英国,1049978,1040996,1022623,1027173,1040989,1316928,1027483,1321616,1049860,"https://ia.media-imdb.com/images/M/MV5BMjEzODY2MjU1Nl5BMl5BanBnXkFtZTcwMzc1ODUzNg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
