,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2010),4066206,Chuen sing yit luen - yit lat lat (2010) ,全城热恋,喜剧,爱情,6.3,208163,4.6%,23.1%,56.9%,13.4%,2.1%,香港,美国,中国大陆,1274448,1280442,1012563,1041007,1050053,1027645,1027502,1032562,1274628,1033011,1274291,1275587,1313357,1121285,1041510,1274231,1041425,1319501,"https://ia.media-imdb.com/images/M/MV5BMTY0NzA0Mzk2Ml5BMl5BanBnXkFtZTcwNzIzNzY2Nw@@._V1_UY268_CR1,0,182,268_AL_.jpg"
