,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2011),4086853,Melancholia (2011) ,忧郁症 Melancholia,剧情,科幻,惊悚,6.9,20533,14.4%,33.4%,37.3%,11.8%,3.1%,丹麦,瑞典,法国,德国,1056007,1054429,1054522,1053575,1007020,1004587,1049485,1017918,1022757,1027867,1048248,"https://ia.media-imdb.com/images/M/MV5BMTk4NjM0MjI3MV5BMl5BanBnXkFtZTcwNjcxMDYzNg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
